Table Name,State Code,Distt. Code,Tehsil Code,Town Code,Area Name,Total/ Rural/ Urban,Total - Persons,Total - Males,Total - Females,Religious communities - Hindu - Persons,Religious communities - Hindu - Males,Religious communities - Hindu - Females,Religious communities - Muslim - Persons,Religious communities - Muslim - Males,Religious communities - Muslim - Females,Religious communities - Christian - Persons,Religious communities - Christian - Males,Religious communities - Christian - Females,Religious communities - Sikh - Persons,Religious communities - Sikh - Males,Religious communities - Sikh - Females,Religious communities - Buddhist - Persons,Religious communities - Buddhist - Males,Religious communities - Buddhist - Females,Religious communities - Jain - Persons,Religious communities - Jain - Males,Religious communities - Jain - Females,Religious communities - Other religions and persuasions (incl.Unclassified Sect.) - Persons,Religious communities - Other religions and persuasions (incl.Unclassified Sect.) - Males,Religious communities - Other religions and persuasions (incl.Unclassified Sect.) - Females,Religious communities - Religion not stated - Persons,Religious communities - Religion not stated - Males,Religious communities - Religion not stated - Females
C0101,33,604,05702,629355,Padappai (CT),Urban,14063,7100,6963,12320,6246,6074,791,396,395,918,442,476,1,0,1,5,4,1,5,3,2,3,3,0,20,6,14
C0101,33,604,05702,629356,Madambakkam (CT),Urban,11673,5863,5810,10033,5043,4990,981,490,491,567,289,278,5,3,2,2,2,0,7,3,4,0,0,0,78,33,45
C0101,33,604,05702,803340,Mangadu (TP),Urban,38188,19055,19133,28420,14237,14183,8037,3997,4040,1610,772,838,20,10,10,9,4,5,25,12,13,0,0,0,67,23,44
C0101,33,604,05702,803341,Kundrathur (TP + OG),Urban,54986,27562,27424,50192,25205,24987,2287,1123,1164,1960,983,977,4,3,1,1,1,0,66,32,34,16,8,8,460,207,253
C0101,33,604,05702,803342,Sriperumbudur (TP),Urban,24864,12753,12111,22326,11458,10868,1118,567,551,1164,580,584,8,6,2,23,12,11,90,48,42,0,0,0,135,82,53
C0101,33,604,05702,803352,Meenambakkam (TP + OG) (Part),Urban,17264,8731,8533,15345,7739,7606,554,287,267,1279,670,609,5,2,3,9,2,7,1,1,0,0,0,0,71,30,41
C0101,33,604,05703,000000,Sub-District - Tambaram,Total,383718,194083,189635,318807,161696,157111,19850,10227,9623,42165,20750,21415,240,134,106,159,90,69,901,464,437,82,54,28,1514,668,846
C0101,33,604,05703,000000,Sub-District - Tambaram,Rural,27396,13762,13634,23744,11989,11755,921,442,479,2601,1264,1337,10,4,6,2,1,1,4,2,2,26,20,6,88,40,48
C0101,33,604,05703,000000,Sub-District - Tambaram,Urban,356322,180321,176001,295063,149707,145356,18929,9785,9144,39564,19486,20078,230,130,100,157,89,68,897,462,435,56,34,22,1426,628,798
C0101,33,604,05703,803343,Chitlapakkam (TP),Urban,37906,18940,18966,34747,17368,17379,847,429,418,2164,1069,1095,11,8,3,3,2,1,10,6,4,3,1,2,121,57,64
C0101,33,604,05703,803344,Perungalathur (TP),Urban,37342,18794,18548,32715,16505,16210,1339,658,681,2969,1479,1490,3,0,3,8,4,4,38,21,17,5,2,3,265,125,140
C0101,33,604,05703,803345,Tambaram (M),Urban,174787,89060,85727,140542,71908,68634,11426,5950,5476,21408,10505,10903,154,91,63,109,68,41,693,350,343,36,22,14,419,166,253
C0101,33,604,05703,803346,Sembakkam (TP),Urban,45356,22705,22651,35383,17701,17682,3726,1909,1817,5780,2865,2915,20,9,11,22,10,12,70,39,31,10,8,2,345,164,181
C0101,33,604,05703,803347,Peerkankaranai (TP + OG),Urban,29250,14749,14501,24834,12560,12274,720,379,341,3505,1726,1779,19,8,11,7,2,5,63,32,31,1,0,1,101,42,59
C0101,33,604,05703,803348,Madambakkam (TP),Urban,31681,16073,15608,26842,13665,13177,871,460,411,3738,1842,1896,23,14,9,8,3,5,23,14,9,1,1,0,175,74,101
C0101,33,604,05704,000000,Sub-District - Alandur ,Total,642237,322086,320151,527320,265197,262123,44548,22414,22134,64152,31592,32560,516,292,224,187,101,86,1262,625,637,133,66,67,4119,1799,2320
C0101,33,604,05704,000000,Sub-District - Alandur ,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0101,33,604,05704,000000,Sub-District - Alandur ,Urban,642237,322086,320151,527320,265197,262123,44548,22414,22134,64152,31592,32560,516,292,224,187,101,86,1262,625,637,133,66,67,4119,1799,2320
C0101,33,604,05704,629371,Polichalur (CT),Urban,21906,11054,10852,18205,9206,8999,851,422,429,2262,1169,1093,23,13,10,2,2,0,7,1,6,13,4,9,543,237,306
C0101,33,604,05704,629372,Tirusulam (CT),Urban,14086,7078,7008,12843,6443,6400,236,113,123,992,515,477,1,1,0,1,0,1,0,0,0,0,0,0,13,6,7
C0101,33,604,05704,629373,Moovarasampettai (CT),Urban,9672,4902,4770,8669,4388,4281,417,211,206,556,287,269,9,6,3,0,0,0,0,0,0,5,2,3,16,8,8
C0101,33,604,05704,803349,Nandambakkam (TP),Urban,11239,5561,5678,9702,4817,4885,261,129,132,1235,593,642,18,10,8,1,1,0,4,2,2,0,0,0,18,9,9
C0101,33,604,05704,803350,St.Thomas Mount-cum-Pallavaram (CB),Urban,43795,22108,21687,28437,14607,13830,3238,1638,1600,11078,5336,5742,196,131,65,32,19,13,340,166,174,24,12,12,450,199,251
C0101,33,604,05704,803351,Alandur (M),Urban,164430,82332,82098,138262,69330,68932,11645,5868,5777,13051,6423,6628,106,47,59,72,38,34,407,208,199,52,27,25,835,391,444
C0101,33,604,05704,803352,Meenambakkam (TP + OG) (Part),Urban,7070,3630,3440,6437,3328,3109,60,36,24,545,250,295,24,15,9,0,0,0,1,0,1,0,0,0,3,1,2
C0101,33,604,05704,803353,Anakaputhur (M),Urban,48050,24158,23892,40145,20203,19942,2886,1458,1428,4848,2412,2436,7,2,5,4,3,1,67,33,34,2,0,2,91,47,44
C0101,33,604,05704,803354,Pammal (M),Urban,75870,37971,37899,55504,27794,27710,9882,4963,4919,9701,4870,4831,30,16,14,10,5,5,123,62,61,13,8,5,607,253,354
C0101,33,604,05704,803355,Thiruneermalai (TP),Urban,30702,15367,15335,28120,14064,14056,663,330,333,1625,815,810,11,5,6,6,2,4,14,8,6,4,2,2,259,141,118
C0101,33,604,05704,803356,Pallavaram (M + OG) (Part),Urban,215417,107925,107492,180996,91017,89979,14409,7246,7163,18259,8922,9337,91,46,45,59,31,28,299,145,154,20,11,9,1284,507,777
C0101,33,604,05705,000000,Sub-District - Sholinganallur ,Total,563342,285167,278175,480291,244028,236263,25070,12773,12297,50501,25157,25344,237,137,100,119,67,52,383,208,175,196,99,97,6545,2698,3847
C0101,33,604,05705,000000,Sub-District - Sholinganallur ,Rural,70441,35719,34722,58462,29850,28612,3633,1810,1823,7437,3648,3789,21,13,8,29,14,15,5,1,4,7,4,3,847,379,468
C0101,33,604,05705,000000,Sub-District - Sholinganallur ,Urban,492901,249448,243453,421829,214178,207651,21437,10963,10474,43064,21509,21555,216,124,92,90,53,37,378,207,171,189,95,94,5698,2319,3379
C0101,33,604,05705,629381,Kottivakkam (CT),Urban,20217,10222,9995,17508,8901,8607,653,335,318,1437,723,714,15,7,8,0,0,0,0,0,0,13,8,5,591,248,343
C0101,33,604,05705,629382,Madippakkam (CT),Urban,35752,17968,17784,31599,15956,15643,820,404,416,2576,1316,1260,9,5,4,0,0,0,40,20,20,16,8,8,692,259,433
C0101,33,604,05705,629383,Palavakkam (CT),Urban,26766,13499,13267,20315,10264,10051,3485,1761,1724,2726,1360,1366,9,5,4,6,2,4,6,3,3,6,5,1,213,99,114
C0101,33,604,05705,629384,Neelankarai (CT),Urban,28458,14466,13992,24053,12278,11775,1584,807,777,2673,1311,1362,17,10,7,10,5,5,23,12,11,0,0,0,98,43,55
C0101,33,604,05705,629385,Oggiyamduraipakkam (CT),Urban,76600,38444,38156,66207,33274,32933,2676,1353,1323,6959,3445,3514,21,16,5,24,19,5,129,79,50,10,5,5,574,253,321
C0101,33,604,05705,629386,Koilambakkam (CT),Urban,27374,13935,13439,24258,12416,11842,785,408,377,1641,812,829,21,11,10,6,4,2,27,15,12,15,10,5,621,259,362
C0101,33,604,05705,629387,Medavakkam (CT),Urban,29710,14988,14722,25697,13025,12672,1334,667,667,2577,1253,1324,13,8,5,5,3,2,9,5,4,3,2,1,72,25,47
C0101,33,604,05705,629388,Injambakkam (CT),Urban,21158,10849,10309,16584,8518,8066,1510,782,728,2983,1513,1470,2,2,0,1,1,0,0,0,0,0,0,0,78,33,45
C0101,33,604,05705,629389,Jalladiampet (CT),Urban,19100,9609,9491,16594,8363,8231,1095,543,552,1291,649,642,26,11,15,2,0,2,1,0,1,31,16,15,60,27,33
C0101,33,604,05705,629390,Vengavasal (CT),Urban,13671,6805,6866,10628,5295,5333,490,254,236,2448,1206,1242,2,2,0,5,5,0,13,6,7,2,1,1,83,36,47
C0101,33,604,05705,803356,Pallavaram (M + OG) (Part),Urban,18567,9480,9087,16127,8342,7785,495,237,258,1391,699,692,8,6,2,1,0,1,17,8,9,10,0,10,518,188,330
C0101,33,604,05705,803357,Puzhithivakkam (Ullagaram) (M),Urban,53322,26770,26552,48312,24252,24060,1268,658,610,3527,1766,1761,24,14,10,13,4,9,62,31,31,54,23,31,62,22,40
C0101,33,604,05705,803358,Perungudi (TP),Urban,43111,22028,21083,37649,19297,18352,910,467,443,3920,1978,1942,15,7,8,2,2,0,28,15,13,18,11,7,569,251,318
C0101,33,604,05705,803359,Pallikaranai (TP),Urban,43493,21990,21503,37809,19256,18553,1232,608,624,3734,1836,1898,29,17,12,4,2,2,5,4,1,7,5,2,673,262,411
C0101,33,604,05705,803360,Sholinganallur (TP + OG),Urban,35602,18395,17207,28489,14741,13748,3100,1679,1421,3181,1642,1539,5,3,2,11,6,5,18,9,9,4,1,3,794,314,480
C0101,33,604,05706,000000,Sub-District - Chengalpattu,Total,573406,289210,284196,508443,256897,251546,24540,12473,12067,35046,17309,17737,255,169,86,200,110,90,361,191,170,165,85,80,4396,1976,2420
C0101,33,604,05706,000000,Sub-District - Chengalpattu,Rural,264378,133414,130964,239931,121277,118654,5846,2982,2864,15928,7925,8003,66,40,26,38,24,14,42,25,17,83,43,40,2444,1098,1346
C0101,33,604,05706,000000,Sub-District - Chengalpattu,Urban,309028,155796,153232,268512,135620,132892,18694,9491,9203,19118,9384,9734,189,129,60,162,86,76,319,166,153,82,42,40,1952,878,1074
C0101,33,604,05706,629566,Vandalur (CT),Urban,16852,8410,8442,14580,7302,7278,1082,542,540,1117,536,581,1,1,0,1,0,1,3,2,1,18,8,10,50,19,31
C0101,33,604,05706,629567,Nedungundram (CT),Urban,14390,7376,7014,12430,6376,6054,424,217,207,1327,672,655,36,30,6,1,1,0,14,7,7,2,1,1,156,72,84
C0101,33,604,05706,629568,Urapakkam (CT),Urban,29122,14647,14475,25070,12584,12486,1688,876,812,2237,1129,1108,5,4,1,6,2,4,14,8,6,20,8,12,82,36,46
C0101,33,604,05706,629569,Muthukadu (CT),Urban,7610,3855,3755,6430,3266,3164,264,142,122,884,431,453,10,5,5,0,0,0,3,2,1,0,0,0,19,9,10
C0101,33,604,05706,629570,Kovalam (CT),Urban,8124,3980,4144,5363,2610,2753,2150,1084,1066,559,264,295,0,0,0,1,1,0,0,0,0,1,1,0,50,20,30
C0101,33,604,05706,629571,Singaperumalkoil (CT),Urban,13566,6779,6787,11986,5992,5994,1170,580,590,247,130,117,14,9,5,3,2,1,57,29,28,0,0,0,89,37,52
C0101,33,604,05706,629572,Vallam (CT),Urban,7745,3853,3892,7180,3569,3611,127,67,60,386,197,189,0,0,0,2,0,2,1,0,1,0,0,0,49,20,29
C0101,33,604,05706,629573,Alapakkam (CT),Urban,9404,4702,4702,8051,4024,4027,664,329,335,670,340,330,5,3,2,4,3,1,5,1,4,0,0,0,5,2,3
C0101,33,604,05706,803361,Nandivaram - Guduvancheri (TP),Urban,44098,22264,21834,37568,18981,18587,3840,1942,1898,2506,1243,1263,13,10,3,13,8,5,84,45,39,14,9,5,60,26,34
C0101,33,604,05706,803362,Maraimalainagar (M),Urban,81872,41920,39952,73905,37924,35981,2928,1523,1405,4588,2218,2370,81,54,27,36,20,16,55,34,21,16,9,7,263,138,125
C0101,33,604,05706,803363,Thiruporur (TP),Urban,13666,7028,6638,12550,6472,6078,547,271,276,539,270,269,10,5,5,12,9,3,0,0,0,0,0,0,8,1,7
C0101,33,604,05706,803364,Chengalpattu (M),Urban,62579,30982,31597,53399,26520,26879,3810,1918,1892,4058,1954,2104,14,8,6,83,40,43,83,38,45,11,6,5,1121,498,623
C0101,33,604,05707,000000,Sub-District - Kancheepuram,Total,497711,248707,249004,473966,236913,237053,14819,7389,7430,7239,3558,3681,127,68,59,72,36,36,1113,563,550,48,24,24,327,156,171
C0101,33,604,05707,000000,Sub-District - Kancheepuram,Rural,222626,111553,111073,216513,108503,108010,2573,1274,1299,3264,1626,1638,61,35,26,30,17,13,104,60,44,16,6,10,65,32,33
C0101,33,604,05707,000000,Sub-District - Kancheepuram,Urban,275085,137154,137931,257453,128410,129043,12246,6115,6131,3975,1932,2043,66,33,33,42,19,23,1009,503,506,32,18,14,262,124,138
C0101,33,604,05707,629740,Konerikuppam (CT),Urban,11406,5655,5751,10337,5122,5215,477,232,245,566,284,282,14,10,4,7,3,4,0,0,0,0,0,0,5,4,1
C0101,33,604,05707,629741,Sirukaveripakkam (CT),Urban,8032,3945,4087,7112,3514,3598,784,366,418,131,62,69,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0
C0101,33,604,05707,629742,Nattapettai (CT),Urban,19883,9986,9897,19094,9592,9502,547,288,259,211,95,116,5,1,4,0,0,0,9,2,7,8,4,4,9,4,5
C0101,33,604,05707,629743,Ayyampettai (CT),Urban,6610,3298,3312,6566,3278,3288,16,8,8,25,12,13,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
C0101,33,604,05707,629744,Thenambakkam (CT),Urban,13994,7070,6924,13426,6788,6638,180,89,91,291,149,142,6,2,4,4,0,4,81,39,42,0,0,0,6,3,3
C0101,33,604,05707,629745,Orikkai (CT),Urban,12638,6318,6320,12225,6114,6111,162,86,76,186,85,101,2,1,1,14,6,8,7,4,3,0,0,0,42,22,20
C0101,33,604,05707,803365,Kancheepuram (M),Urban,164384,81992,82392,153507,76535,76972,8614,4332,4282,1361,675,686,24,12,12,16,9,7,664,334,330,12,8,4,186,87,99
C0101,33,604,05707,803366,Sevilimedu (TP),Urban,23454,11701,11753,22436,11204,11232,320,156,164,534,260,274,2,2,0,1,1,0,145,72,73,5,2,3,11,4,7
C0101,33,604,05707,803367,Walajabad (TP),Urban,14684,7189,7495,12750,6263,6487,1146,558,588,670,310,360,13,5,8,0,0,0,103,52,51,1,1,0,1,0,1
C0101,33,604,05708,000000,Sub-District - Uthiramerur,Total,148133,74204,73929,137593,68999,68594,1792,899,893,8272,4088,4184,14,8,6,5,0,5,94,45,49,13,7,6,350,158,192
C0101,33,604,05708,000000,Sub-District - Uthiramerur,Rural,122939,61635,61304,115575,57998,57577,1007,500,507,6004,2971,3033,9,6,3,3,0,3,27,14,13,11,7,4,303,139,164
C0101,33,604,05708,000000,Sub-District - Uthiramerur,Urban,25194,12569,12625,22018,11001,11017,785,399,386,2268,1117,1151,5,2,3,2,0,2,67,31,36,2,0,2,47,19,28
C0101,33,604,05708,803368,Uthiramerur (TP),Urban,25194,12569,12625,22018,11001,11017,785,399,386,2268,1117,1151,5,2,3,2,0,2,67,31,36,2,0,2,47,19,28
C0101,33,604,05709,000000,Sub-District - Tirukalukundram,Total,196897,99401,97496,183355,92708,90647,7582,3778,3804,5280,2579,2701,45,24,21,53,28,25,137,71,66,13,7,6,432,206,226
C0101,33,604,05709,000000,Sub-District - Tirukalukundram,Rural,131183,66179,65004,125341,63311,62030,2694,1328,1366,2821,1377,1444,27,14,13,15,5,10,22,12,10,10,5,5,253,127,126
C0101,33,604,05709,000000,Sub-District - Tirukalukundram,Urban,65714,33222,32492,58014,29397,28617,4888,2450,2438,2459,1202,1257,18,10,8,38,23,15,115,59,56,3,2,1,179,79,100
C0101,33,604,05709,629963,Pudupattinam (CT),Urban,21151,10621,10530,17588,8824,8764,2507,1273,1234,957,477,480,7,4,3,7,4,3,13,9,4,2,1,1,70,29,41
C0101,33,604,05709,803369,Mamallapuram (TP),Urban,15172,8036,7136,13384,7123,6261,679,374,305,1091,530,561,3,3,0,0,0,0,2,1,1,1,1,0,12,4,8
C0101,33,604,05709,803370,Tirukalukundram (TP),Urban,29391,14565,14826,27042,13450,13592,1702,803,899,411,195,216,8,3,5,31,19,12,100,49,51,0,0,0,97,46,51
C0101,33,604,05710,000000,Sub-District - Maduranthakam,Total,275953,138050,137903,258227,129235,128992,6571,3266,3305,10329,5118,5211,37,16,21,41,21,20,323,164,159,10,3,7,415,227,188
C0101,33,604,05710,000000,Sub-District - Maduranthakam,Rural,222310,111401,110909,210493,105523,104970,2492,1259,1233,9014,4471,4543,30,12,18,7,5,2,10,6,4,9,3,6,255,122,133
C0101,33,604,05710,000000,Sub-District - Maduranthakam,Urban,53643,26649,26994,47734,23712,24022,4079,2007,2072,1315,647,668,7,4,3,34,16,18,313,158,155,1,0,1,160,105,55
C0101,33,604,05710,803371,Karunguzhi (TP),Urban,12485,6245,6240,11606,5824,5782,679,319,360,141,70,71,1,1,0,13,6,7,13,7,6,0,0,0,32,18,14
C0101,33,604,05710,803372,Maduranthakam (M),Urban,30796,15254,15542,27469,13588,13881,2060,1016,1044,885,436,449,6,3,3,21,10,11,244,121,123,1,0,1,110,80,30
C0101,33,604,05710,803373,Acharapakkam (TP),Urban,10362,5150,5212,8659,4300,4359,1340,672,668,289,141,148,0,0,0,0,0,0,56,30,26,0,0,0,18,7,11
C0101,33,604,05711,000000,Sub-District - Cheyyur,Total,206019,103169,102850,197138,98753,98385,4250,2143,2107,3803,1864,1939,32,21,11,18,6,12,43,19,24,22,11,11,713,352,361
C0101,33,604,05711,000000,Sub-District - Cheyyur,Rural,177847,89213,88634,172112,86380,85732,1461,733,728,3625,1765,1860,27,18,9,18,6,12,39,16,23,20,10,10,545,285,260
C0101,33,604,05711,000000,Sub-District - Cheyyur,Urban,28172,13956,14216,25026,12373,12653,2789,1410,1379,178,99,79,5,3,2,0,0,0,4,3,1,2,1,1,168,67,101
C0101,33,604,05711,803374,Edakalinadu (TP),Urban,28172,13956,14216,25026,12373,12653,2789,1410,1379,178,99,79,5,3,2,0,0,0,4,3,1,2,1,1,168,67,101
C0101,33,605,00000,000000,District - Vellore,Total,3936331,1961688,1974643,3397857,1696684,1701173,414760,205947,208813,111390,53044,58346,676,407,269,438,251,187,3514,1780,1734,251,131,120,7445,3444,4001
C0101,33,605,00000,000000,District - Vellore,Rural,2234344,1117101,1117243,2132774,1067204,1065570,54726,27058,27668,43375,21134,22241,255,142,113,102,51,51,278,144,134,102,59,43,2732,1309,1423
C0101,33,605,00000,000000,District - Vellore,Urban,1701987,844587,857400,1265083,629480,635603,360034,178889,181145,68015,31910,36105,421,265,156,336,200,136,3236,1636,1600,149,72,77,4713,2135,2578
C0101,33,605,05712,000000,Sub-District - Gudiyatham,Total,425353,210817,214536,347617,172471,175146,67476,33378,34098,8687,4265,4422,50,27,23,19,10,9,318,156,162,23,13,10,1163,497,666
C0101,33,605,05712,000000,Sub-District - Gudiyatham,Rural,235672,117091,118581,215935,107390,108545,13681,6719,6962,5703,2800,2903,24,13,11,10,5,5,10,6,4,2,1,1,307,157,150
C0101,33,605,05712,000000,Sub-District - Gudiyatham,Urban,189681,93726,95955,131682,65081,66601,53795,26659,27136,2984,1465,1519,26,14,12,9,5,4,308,150,158,21,12,9,856,340,516
C0101,33,605,05712,630365,Kondasamudram (CT),Urban,21335,10761,10574,20009,10172,9837,444,233,211,273,132,141,0,0,0,0,0,0,2,1,1,0,0,0,607,223,384
C0101,33,605,05712,630366,Sevur (CT),Urban,11356,5604,5752,7396,3658,3738,3917,1923,1994,35,18,17,2,1,1,0,0,0,0,0,0,0,0,0,6,4,2
C0101,33,605,05712,630367,Sathkar (CT),Urban,8632,4230,4402,6673,3260,3413,1110,562,548,841,403,438,0,0,0,1,1,0,0,0,0,1,0,1,6,4,2
C0101,33,605,05712,630368,Valathur (CT),Urban,5529,2711,2818,4229,2064,2165,1232,611,621,58,32,26,1,0,1,0,0,0,0,0,0,0,0,0,9,4,5
C0101,33,605,05712,803375,Gudiyatham (M),Urban,91558,45135,46423,74690,36882,37808,15530,7600,7930,896,436,460,11,7,4,8,4,4,254,124,130,20,12,8,149,70,79
C0101,33,605,05712,803376,Pernampattu (M),Urban,51271,25285,25986,18685,9045,9640,31562,15730,15832,881,444,437,12,6,6,0,0,0,52,25,27,0,0,0,79,35,44
C0101,33,605,05713,000000,Sub-District - Katpadi,Total,391100,195567,195533,355561,178360,177201,10276,5193,5083,23752,11132,12620,135,96,39,118,87,31,237,158,79,18,10,8,1003,531,472
C0101,33,605,05713,000000,Sub-District - Katpadi,Rural,248137,122543,125594,232066,114830,117236,4022,1996,2026,11731,5552,6179,33,21,12,21,10,11,21,14,7,8,5,3,235,115,120
C0101,33,605,05713,000000,Sub-District - Katpadi,Urban,142963,73024,69939,123495,63530,59965,6254,3197,3057,12021,5580,6441,102,75,27,97,77,20,216,144,72,10,5,5,768,416,352
C0101,33,605,05713,630469,Senur (CT),Urban,9078,4586,4492,8984,4539,4445,23,12,11,23,12,11,0,0,0,0,0,0,0,0,0,1,1,0,47,22,25
C0101,33,605,05713,630470,Kilvaithinankuppam (CT),Urban,5321,2643,2678,5195,2582,2613,87,43,44,35,15,20,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1
C0101,33,605,05713,630471,Virudampattu (CT),Urban,7662,3785,3877,4423,2204,2219,2633,1274,1359,556,281,275,1,0,1,3,2,1,1,0,1,0,0,0,45,24,21
C0101,33,605,05713,630472,Kangeyanallur (CT),Urban,15177,7456,7721,13904,6854,7050,122,59,63,1115,530,585,2,1,1,4,1,3,12,4,8,0,0,0,18,7,11
C0101,33,605,05713,803377,Thiruvalam (TP),Urban,9153,4580,4573,8565,4276,4289,241,124,117,322,166,156,1,1,0,0,0,0,0,0,0,0,0,0,24,13,11
C0101,33,605,05713,803378,Katpadi (TP),Urban,28797,16851,11946,25466,15018,10448,399,292,107,2237,1073,1164,79,59,20,62,58,4,121,96,25,6,2,4,427,253,174
C0101,33,605,05713,803379,Dharapadavedu (M),Urban,38833,19063,19770,32469,15954,16515,2031,1040,991,4086,1954,2132,9,7,2,18,11,7,58,28,30,0,0,0,162,69,93
C0101,33,605,05713,803380,Gandhinagar (TP),Urban,9114,4111,5003,7122,3366,3756,266,125,141,1706,610,1096,0,0,0,9,4,5,4,3,1,0,0,0,7,3,4
C0101,33,605,05713,803381,Kalinjur (TP),Urban,19828,9949,9879,17367,8737,8630,452,228,224,1941,939,1002,8,5,3,1,1,0,20,13,7,3,2,1,36,24,12
C0101,33,605,05714,000000,Sub-District - Wallajah,Total,444758,221084,223674,374597,186264,188333,57285,28778,28507,11981,5609,6372,94,60,34,47,19,28,331,159,172,31,14,17,392,181,211
C0101,33,605,05714,000000,Sub-District - Wallajah,Rural,213602,106728,106874,201005,100530,100475,7687,3800,3887,4681,2292,2389,16,7,9,14,7,7,11,5,6,5,2,3,183,85,98
C0101,33,605,05714,000000,Sub-District - Wallajah,Urban,231156,114356,116800,173592,85734,87858,49598,24978,24620,7300,3317,3983,78,53,25,33,12,21,320,154,166,26,12,14,209,96,113
C0101,33,605,05714,630546,Narasingapuram (CT),Urban,11454,5753,5701,10689,5369,5320,102,50,52,627,316,311,4,3,1,1,0,1,15,7,8,0,0,0,16,8,8
C0101,33,605,05714,630547,Chettithangal (CT),Urban,7780,3882,3898,7428,3713,3715,186,88,98,161,79,82,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
C0101,33,605,05714,630548,Vanapadi (CT),Urban,5334,2648,2686,5251,2610,2641,25,9,16,44,21,23,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6
C0101,33,605,05714,630549,Navlock Garden (CT),Urban,20171,10087,10084,18801,9413,9388,419,211,208,903,434,469,30,20,10,2,0,2,4,2,2,0,0,0,12,7,5
C0101,33,605,05714,803382,Sholingur (TP),Urban,30856,15416,15440,29164,14548,14616,1059,554,505,491,241,250,19,13,6,0,0,0,110,53,57,1,0,1,12,7,5
C0101,33,605,05714,803383,Ammoor (TP),Urban,12513,6215,6298,12235,6082,6153,178,89,89,83,37,46,3,0,3,1,1,0,1,0,1,1,0,1,11,6,5
C0101,33,605,05714,803384,Walajapet (M + OG),Urban,47498,23422,24076,40943,20214,20729,5825,2856,2969,573,280,293,14,11,3,11,6,5,53,23,30,11,4,7,68,28,40
C0101,33,605,05714,803385,Ranipettai (M),Urban,50764,24278,26486,38792,18662,20130,7712,3790,3922,4071,1733,2338,7,5,2,18,5,13,137,69,68,11,7,4,16,7,9
C0101,33,605,05714,803386,Melvisharam (M),Urban,44786,22655,22131,10289,5123,5166,34092,17331,16761,347,176,171,1,1,0,0,0,0,0,0,0,2,1,1,55,23,32
C0101,33,605,05715,000000,Sub-District - Arakonam,Total,504026,251905,252121,470172,235179,234993,16570,8202,8368,15816,7817,7999,110,60,50,63,30,33,372,192,180,26,15,11,897,410,487
C0101,33,605,05715,000000,Sub-District - Arakonam,Rural,349641,174769,174872,335371,167617,167754,5634,2800,2834,8214,4133,4081,62,30,32,21,9,12,32,15,17,16,10,6,291,155,136
C0101,33,605,05715,000000,Sub-District - Arakonam,Urban,154385,77136,77249,134801,67562,67239,10936,5402,5534,7602,3684,3918,48,30,18,42,21,21,340,177,163,10,5,5,606,255,351
C0101,33,605,05715,630689,Sembedu (CT),Urban,12548,6283,6265,12343,6192,6151,59,25,34,40,17,23,1,1,0,0,0,0,1,0,1,2,2,0,102,46,56
C0101,33,605,05715,630690,Ammanur (CT),Urban,7731,3808,3923,6541,3247,3294,353,166,187,830,393,437,1,0,1,2,1,1,0,0,0,1,0,1,3,1,2
C0101,33,605,05715,630691,Thirumalpur (CT),Urban,4803,2429,2374,4771,2418,2353,3,2,1,29,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0101,33,605,05715,803387,Arakonam (M),Urban,78395,38810,39585,63674,31625,32049,7706,3795,3911,6233,3034,3199,30,17,13,25,12,13,272,143,129,4,2,2,451,182,269
C0101,33,605,05715,803388,Thakkolam (TP),Urban,13983,7399,6584,12974,6864,6110,764,391,373,173,103,70,16,12,4,13,8,5,33,16,17,0,0,0,10,5,5
C0101,33,605,05715,803389,Nemili (TP),Urban,10806,5423,5383,10196,5119,5077,445,230,215,100,41,59,0,0,0,0,0,0,34,18,16,3,1,2,28,14,14
C0101,33,605,05715,803390,Kaveripakkam (TP),Urban,14583,7265,7318,13061,6514,6547,1391,692,699,121,52,69,0,0,0,1,0,1,0,0,0,0,0,0,9,7,2
C0101,33,605,05715,803391,Panapakkam (TP),Urban,11536,5719,5817,11241,5583,5658,215,101,114,76,35,41,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3
C0101,33,605,05716,000000,Sub-District - Arcot,Total,250517,124705,125812,234684,117052,117632,13143,6352,6791,1998,957,1041,14,10,4,6,3,3,456,227,229,11,6,5,205,98,107
C0101,33,605,05716,000000,Sub-District - Arcot,Rural,152294,76008,76286,148927,74373,74554,1764,862,902,1330,639,691,9,6,3,4,2,2,151,74,77,5,3,2,104,49,55
C0101,33,605,05716,000000,Sub-District - Arcot,Urban,98223,48697,49526,85757,42679,43078,11379,5490,5889,668,318,350,5,4,1,2,1,1,305,153,152,6,3,3,101,49,52
C0101,33,605,05716,630790,Tajpura (CT),Urban,8075,4031,4044,7941,3966,3975,86,42,44,47,22,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
